pk	sk	product_id	product_name	product_category	price	upc	shipping_amount	product_description	manufacturer	model
1097403	HardGood#Computers & Tablets#Monitors#BenQ - 24" LCD HD Monitor - Black	1097403	BenQ - 24" LCD HD Monitor - Black	HardGood#Computers & Tablets#Monitors	359.99	840000000000	0	BENQ 24" LCD HD Monitor: 1 ms GTG response time; 12,000,000:1 DCR (Dynamic Contrast Ratio); 350 nits brightness; 1920 x 1080 maximum resolution; 160-degree vertical and 170-degree horizontal viewing angles; VGA, DVI-DL, HDMI and DisplayPort inputs	BenQ	XL2430T
1097412	HardGood#Computers & Tablets#Monitors#AOC - 17" LED Monitor - Piano Black	1097412	AOC - 17" LED Monitor - Piano Black	HardGood#Computers & Tablets#Monitors	129.99	685000000000	0	ENERGY STAR Certified AOC 17.3" LED Monitor: 10 ms response time; 650:1 contrast ratio; 220 nits brightness; 1600 x 900 maximum resolution; 90-degree horizontal and 65-degree vertical viewing angles	AOC	E1759FWU
1097421	HardGood#Computers & Tablets#Monitors#AOC - 24" LED HD Gaming Monitor - Gray	1097421	AOC - 24" LED HD Gaming Monitor - Gray	HardGood#Computers & Tablets#Monitors	249.99	685000000000	0	ENERGY STAR Certified AOC 24" LED HD Monitor: Up to 1 ms response time; 20,000,000:1 dynamic contrast ratio (1000:1 typical); 350 nits brightness; 1920 x 1080 maximum resolution	AOC	G2460PQU
1114331	Software#Computers & Tablets#Software#Reason 8 Essentials for PC and Mac - Windows|Mac	1114331	Reason 8 Essentials for PC and Mac - Windows|Mac	Software#Computers & Tablets#Software	99.99	884000000000	0	PROPELLERHEAD Reason 8 Essentials for PC and Mac: Compatible with PC and Mac; built-in virtual POD guitar amplifier and effects and bass POD bass amplifier and effects from Line 6; intuitive audio and MIDI sequencer; sound bank	Propellerhead	130800010
1114061	Software#Computers & Tablets#Software#Reason 8 Upgrade from LTD/Adapted/Essentials for PC and Mac - Windows|Mac	1114061	Reason 8 Upgrade from LTD/Adapted/Essentials for PC and Mac - Windows|Mac	Software#Computers & Tablets#Software	299.99	889000000000	0	PROPELLERHEAD Reason 8 Upgrade from LTD/Adapted/Essentials for PC and Mac: Compatible with PC and Mac; intuitive browser; drag-and-drop functionality; amplifier and speaker models from Softube	Propellerhead	120800010
1114167	Software#Computers & Tablets#Software#Reason 8 Professional Edition for PC and Mac - Windows|Mac	1114167	Reason 8 Professional Edition for PC and Mac - Windows|Mac	Software#Computers & Tablets#Software	399	889000000000	0	PROPELLERHEAD Reason 8 Professional Edition for PC and Mac: Compatible with PC and Mac; intuitive browser; drag-and-drop functionality; amplifier and speaker models from Softube	Propellerhead	100800010
1114245	Software#Computers & Tablets#Software#Reason 8 Upgrade from Any Previous Version for PC and Mac - Windows|Mac	1114245	Reason 8 Upgrade from Any Previous Version for PC and Mac - Windows|Mac	Software#Computers & Tablets#Software	129	889000000000	0	PROPELLERHEAD Reason 8 Upgrade from Any Previous Version for PC and Mac: Compatible with PC and Mac; intuitive browser; drag-and-drop functionality; amplifier and speaker models from Softube	Propellerhead	100800090
1002651	HardGood#Car Electronics & GPS#Car Audio#Polk Audio - 12" Single-Voice-Coil 4-Ohm Subwoofer - Black	1002651	Polk Audio - 12" Single-Voice-Coil 4-Ohm Subwoofer - Black	HardGood#Car Electronics & GPS#Car Audio	99.99	747000000000	0	720W peak power handling; Klippel-optimized driver components; polymer woofer cone; butyl rubber surround	Polk Audio	DXi124 SVC
1007107	HardGood#Car Electronics & GPS#Car Audio#Polk Audio - 300W Class AB Bridgeable 2-Channel MOSFET Amplifier with Switchable Bass Boost - Black	1007107	Polk Audio - 300W Class AB Bridgeable 2-Channel MOSFET Amplifier with Switchable Bass Boost - Black	HardGood#Car Electronics & GPS#Car Audio	189.99	747000000000	0	Selectable high or low-pass crossover; variable input gain; switchable 3-position bass boost	Polk Audio	PA330
1123004	HardGood#Car Electronics & GPS#Car Audio#Alpine - Perfect Fit 8" Dash Kit for Select 2007-2014 Cadillac Escalade Vehicles - Black	1123004	Alpine - Perfect Fit 8" Dash Kit for Select 2007-2014 Cadillac Escalade Vehicles - Black	HardGood#Car Electronics & GPS#Car Audio	500	793000000000	0	Compatible with select 2007-2014 Cadillac Escalade vehicle models; front-panel USB, HDMI and auxiliary inputs; retains steering wheel control and OnStar	Alpine	KTX-ESD8
1184002	HardGood#Car Electronics & GPS#Car Audio#Kenwood - CD - Built-In Bluetooth - Apple® iPod®- and Satellite Radio-Ready - In-Dash Receiver - Black	1184002	Kenwood - CD - Built-In Bluetooth - Apple® iPod®- and Satellite Radio-Ready - In-Dash Receiver - Black	HardGood#Car Electronics & GPS#Car Audio	139.99	19048208903	0	Pandora for iPhone&#174; and Android; Siri Eyes-free; front USB and auxiliary inputs; MP3 playback via CD and USB	Kenwood	KDC-BT562U
1160944	HardGood#Car Electronics & GPS#Car Audio#SiriusXM - $30 Prepaid Service Card for Sirius and XM Satellite Radio - Multi	1160944	SiriusXM - $30 Prepaid Service Card for Sirius and XM Satellite Radio - Multi	HardGood#Car Electronics & GPS#Car Audio	30	799000000000	0	$30 value; can be applied to both SIRIUS and XM activation fees and subscription plans	SiriusXM	SIRIS/XM
1014008	HardGood#Appliances#Freezers & Ice Makers#Frigidaire - 17 Cu. Ft. Upright Convertible Freezer/Refrigerator - White	1014008	Frigidaire - 17 Cu. Ft. Upright Convertible Freezer/Refrigerator - White	HardGood#Appliances#Freezers & Ice Makers	849.99	12505229787	0	5 built-in shelves; in-door storage; defrost drain; mechanical knob controls	Frigidaire	FFVU17F4QW
1178285	HardGood#Appliances#Freezers & Ice Makers#Vinotemp - 15" 12-Lb. Freestanding Icemaker - Black/Stainless Steel	1178285	Vinotemp - 15" 12-Lb. Freestanding Icemaker - Black/Stainless Steel	HardGood#Appliances#Freezers & Ice Makers	479.99	657000000000	0	Produces up to 12 lbs. of ice in a 24-hour period; automatic overfill prevention; includes water pump	Vinotemp	Vt-Imsw
1178337	HardGood#Appliances#Freezers & Ice Makers#Vinotemp - 12" 26 lb. Freestanding Icemaker - Silver	1178337	Vinotemp - 12" 26 lb. Freestanding Icemaker - Silver	HardGood#Appliances#Freezers & Ice Makers	329.99	657000000000	0	Produces up to 26 lbs. of ice in a 24-hour period; touch controls; 3 ice cube size options; factory-installed drain pump	Vinotemp	Vt-Icemp25
1099017	HardGood#Appliances#Freezers & Ice Makers#NewAir - 14.5" 28-Lb. Freestanding Icemaker - Orange	1099017	NewAir - 14.5" 28-Lb. Freestanding Icemaker - Orange	HardGood#Appliances#Freezers & Ice Makers	189.99	854000000000	0	NEWAIR 14.5" 28-Lb. Freestanding Icemaker: Produces up to 28 lbs. of ice in a 24-hour period; 3 cube sizes; push button controls; side drain	NewAir	AI-100VO
1097124	HardGood#Cell Phones#Cell Phone Accessories#olloclip - 4-in-1 Photo Lens for Apple® iPhone® 6 and 6 Plus - Silver/Black/Blue/Green	1097124	olloclip - 4-in-1 Photo Lens for Apple® iPhone® 6 and 6 Plus - Silver/Black/Blue/Green	HardGood#Cell Phones#Cell Phone Accessories	79.99	817000000000	0	Compatible with Apple iPhone 6 and 6 Plus; fisheye, wide-angle, 10x macro and 15x macro lenses; clip-on design; includes 3 pendants, a microfiber carry bag and 2 lens caps	olloclip	OCER-IPH6-FW2M-SB
1097133	HardGood#Cell Phones#Cell Phone Accessories#olloclip - 4-in-1 Photo Lens for Apple® iPhone® 6 and 6 Plus - Gold/White/Navy Blue/Mint Green	1097133	olloclip - 4-in-1 Photo Lens for Apple® iPhone® 6 and 6 Plus - Gold/White/Navy Blue/Mint Green	HardGood#Cell Phones#Cell Phone Accessories	79.99	817000000000	0	Compatible with Apple iPhone 6 and 6 Plus; fisheye, wide-angle, 10x macro and 15x macro lenses; clip-on design; includes 3 pendants, a microfiber carry bag and 2 lens caps	olloclip	OCER-IPH6-FW2M-GDW
1153538	HardGood#Cell Phones#Cell Phone Accessories#Lenmar - Pulsar Battery Case for Samsung Galaxy S III Cell Phones - Glossy Black	1153538	Lenmar - Pulsar Battery Case for Samsung Galaxy S III Cell Phones - Glossy Black	HardGood#Cell Phones#Cell Phone Accessories	59.99	29521853988	0	Compatible with Samsung Galaxy S III cell phones; built-in lithium-polymer battery; overcharge protection; play-through design	Lenmar	BCGS324K
1153662	HardGood#Cell Phones#Cell Phone Accessories#Lenmar - Halo Battery Case for Samsung Galaxy S III Cell Phones - Glossy White	1153662	Lenmar - Halo Battery Case for Samsung Galaxy S III Cell Phones - Glossy White	HardGood#Cell Phones#Cell Phone Accessories	79.99	29521853971	0	Compatible with Samsung Galaxy S III cell phones; built-in lithium-polymer battery; overcharge protection; play-through design; includes USB-to-micro USB cable	Lenmar	BCGS320W
1153844	HardGood#Cell Phones#Cell Phone Accessories#Lenmar - Pulsar Battery Case for Samsung Galaxy S III Cell Phones - Glossy White	1153844	Lenmar - Pulsar Battery Case for Samsung Galaxy S III Cell Phones - Glossy White	HardGood#Cell Phones#Cell Phone Accessories	59.99	29521853995	0	Compatible with Samsung Galaxy S III cell phones; built-in lithium-polymer battery; overcharge protection; play-through design; includes USB-to-micro USB cable	Lenmar	BCGS324W
1153999	HardGood#Cell Phones#Cell Phone Accessories#Lenmar - Halo Battery Case for Samsung Galaxy S III Cell Phones - Glossy Black	1153999	Lenmar - Halo Battery Case for Samsung Galaxy S III Cell Phones - Glossy Black	HardGood#Cell Phones#Cell Phone Accessories	79.99	29521853964	0	Compatible with Samsung Galaxy S III cell phones; built-in lithium-polymer battery; overcharge protection; play-through design; includes USB-to-micro USB cable	Lenmar	BCGS320K
1196939	HardGood#Cell Phones#Cell Phone Accessories#mophie - Belt Clip for juice pack air and juice pack plus for Apple® iPhone® SE, 5s and 5 - Black	1196939	mophie - Belt Clip for juice pack air and juice pack plus for Apple® iPhone® SE, 5s and 5 - Black	HardGood#Cell Phones#Cell Phone Accessories	29.99	810000000000	5.49	Compatible with mophie juice pack air and juice pack plus for Apple iPhone SE, 5s and 5 (not included); shatter-resistant housing; J-hook clip design; quick-draw feature; rotating design	mophie	40513BCW
1107071	HardGood#Cell Phones#Cell Phone Accessories#Evutec - SI Series OSPREY Case for Apple® iPhone® 6 and 6s - Black/Gray	1107071	Evutec - SI Series OSPREY Case for Apple® iPhone® 6 and 6s - Black/Gray	HardGood#Cell Phones#Cell Phone Accessories	49.99	813000000000	0	Compatible with Apple iPhone 6 and 6s; Evutouch coating; DuPont KEVLAR; shock-absorbent; scratch-resistant; nonslip grip	Evutec	AP-006-SI-K01
1107035	HardGood#Cell Phones#Cell Phone Accessories#Evutec - S Series OSPREY Case for Apple® iPhone® 6 and 6s - Black/Gray	1107035	Evutec - S Series OSPREY Case for Apple® iPhone® 6 and 6s - Black/Gray	HardGood#Cell Phones#Cell Phone Accessories	34.99	813000000000	5.49	Compatible with Apple iPhone 6 and 6s; Evutouch coating; wood and DuPont&#8482; KEVLAR&#174; fiber construction; shock-absorbent; scratch-resistant; nonslip grip	Evutec	AP-006-CS-K01
1107053	HardGood#Cell Phones#Cell Phone Accessories#Evutec - S Series Ebony Case for Apple® iPhone® 6 and 6s - Ebony	1107053	Evutec - S Series Ebony Case for Apple® iPhone® 6 and 6s - Ebony	HardGood#Cell Phones#Cell Phone Accessories	34.99	813000000000	5.49	Compatible with Apple iPhone 6 and 6s; Evutouch coating; wood and DuPont&#8482; KEVLAR&#174; fiber construction; shock-absorbent; scratch-resistant; nonslip grip	Evutec	AP-006-CS-W34
1107062	HardGood#Cell Phones#Cell Phone Accessories#Evutec - S Series BAMBOO Case for Apple® iPhone® 6 and 6s - BAMBOO	1107062	Evutec - S Series BAMBOO Case for Apple® iPhone® 6 and 6s - BAMBOO	HardGood#Cell Phones#Cell Phone Accessories	34.99	813000000000	5.49	Compatible with Apple iPhone 6 and 6s; Evutouch coating; wood and DuPont&#8482; KEVLAR&#174; fiber construction; shock-absorbent; scratch-resistant; nonslip grip	Evutec	AP-006-CS-W31
1107104	HardGood#Cell Phones#Cell Phone Accessories#Evutec - S Series Brigidine Case for Apple® iPhone® 6 and 6s - Orange	1107104	Evutec - S Series Brigidine Case for Apple® iPhone® 6 and 6s - Orange	HardGood#Cell Phones#Cell Phone Accessories	34.99	813000000000	5.49	Compatible with Apple iPhone 6 and 6s; Evutouch coating; wood and DuPont&#8482; KEVLAR&#174; fiber construction; shock-absorbent; scratch-resistant; nonslip grip	Evutec	AP-006-CS-K04
1107113	HardGood#Cell Phones#Cell Phone Accessories#Evutec - S Series Kalantar Case for Apple® iPhone® 6 and 6s - Rosegold	1107113	Evutec - S Series Kalantar Case for Apple® iPhone® 6 and 6s - Rosegold	HardGood#Cell Phones#Cell Phone Accessories	34.99	813000000000	5.49	Compatible with Apple iPhone 6 and 6s; Evutouch coating; wood and DuPont&#8482; KEVLAR&#174; fiber construction; shock-absorbent; scratch-resistant; nonslip grip	Evutec	AP-006-CS-K05
1122005	HardGood#Cell Phones#Cell Phone Accessories#LifeProof - FRE Hard Case for Apple® iPhone® 6 - White	1122005	LifeProof - FRE Hard Case for Apple® iPhone® 6 - White	HardGood#Cell Phones#Cell Phone Accessories	79.99	661000000000	0	Compatible with Apple iPhone 6; plastic material; drop-, snow-, dirt- and waterproof design; built-in scratch protector; antireflective optical glass lens; speaker ports; play-through design	LifeProof	77-50305
1122014	HardGood#Cell Phones#Cell Phone Accessories#LifeProof - FRE Hard Case for Apple® iPhone® 6 - Black	1122014	LifeProof - FRE Hard Case for Apple® iPhone® 6 - Black	HardGood#Cell Phones#Cell Phone Accessories	79.99	661000000000	0	Compatible with Apple iPhone 6; plastic material; drop-, snow-, dirt- and waterproof design; built-in scratch protector; antireflective optical glass lens; speaker ports; play-through design	LifeProof	77-50304
1122023	HardGood#Cell Phones#Cell Phone Accessories#LifeProof - FRE Hard Case for Apple® iPhone® 6 - Red	1122023	LifeProof - FRE Hard Case for Apple® iPhone® 6 - Red	HardGood#Cell Phones#Cell Phone Accessories	79.99	661000000000	0	Compatible with Apple iPhone 6; plastic material; drop-, snow-, dirt- and waterproof design; built-in scratch protector; antireflective optical glass lens; speaker ports; play-through design	LifeProof	77-50339
1122032	HardGood#Cell Phones#Cell Phone Accessories#LifeProof - FRE Hard Case for Apple® iPhone® 6 - Blue	1122032	LifeProof - FRE Hard Case for Apple® iPhone® 6 - Blue	HardGood#Cell Phones#Cell Phone Accessories	79.99	661000000000	0	Compatible with Apple iPhone 6; plastic material; drop-, snow-, dirt- and waterproof design; built-in scratch protector; antireflective optical glass lens; speaker ports; play-through design	LifeProof	77-50338
1122041	HardGood#Cell Phones#Cell Phone Accessories#LifeProof - FRE Hard Case for Apple® iPhone® 6 - Purple	1122041	LifeProof - FRE Hard Case for Apple® iPhone® 6 - Purple	HardGood#Cell Phones#Cell Phone Accessories	79.99	661000000000	0	Compatible with Apple iPhone 6; plastic material; drop-, snow-, dirt- and waterproof design; built-in scratch protector; antireflective optical glass lens; speaker ports; play-through design	LifeProof	77-50337
1114133	HardGood#Cell Phones#Cell Phone Accessories#Rocketfish™ - Premium Vehicle Charger for Apple iPad, iPhone and iPod - Black	1114133	Rocketfish™ - Premium Vehicle Charger for Apple iPad, iPhone and iPod - Black	HardGood#Cell Phones#Cell Phone Accessories	19.99	601000000000	5.49	Compatible with Apple&#174; iPad&#174;, iPhone&#174; and iPod&#174;; built-in USB port; LED light ring	Rocketfish™	RF-PA455
1046049	HardGood#Cell Phones#Cell Phone Accessories#Team ProMark - NFL Tampa Bay Buccaneers Bumper Case for Apple® iPhone® 6 - Black	1046049	Team ProMark - NFL Tampa Bay Buccaneers Bumper Case for Apple® iPhone® 6 - Black	HardGood#Cell Phones#Cell Phone Accessories	19.99	682000000000	5.49	TEAM PROMARK Tampa Bay Buccaneers Bumper Case for Apple iPhone 6: Compatible with Apple iPhone 6; PC and TPU materials; rubber edges; raised bezel; team-specific design	Team ProMark	99185VRP
1046058	HardGood#Cell Phones#Cell Phone Accessories#Team ProMark - NFL Dallas Cowboys Bumper Case for Apple® iPhone® 6 - Black	1046058	Team ProMark - NFL Dallas Cowboys Bumper Case for Apple® iPhone® 6 - Black	HardGood#Cell Phones#Cell Phone Accessories	19.99	682000000000	5.49	TEAM PROMARK Dallas Cowboys Bumper Case for Apple iPhone 6: Compatible with Apple iPhone 6; PC and TPU materials; rubber edges; raised bezel; team-specific design	Team ProMark	99164VRP
1046067	HardGood#Cell Phones#Cell Phone Accessories#Team ProMark - NFL Miami Dolphins Bumper Case for Apple® iPhone® 6 - Black	1046067	Team ProMark - NFL Miami Dolphins Bumper Case for Apple® iPhone® 6 - Black	HardGood#Cell Phones#Cell Phone Accessories	19.99	682000000000	5.49	TEAM PROMARK Miami Dolphins Bumper Case for Apple iPhone 6: Compatible with Apple iPhone 6; PC and TPU materials; rubber edges; raised bezel; team-specific design	Team ProMark	99172VRP
1046118	HardGood#Cell Phones#Cell Phone Accessories#Team ProMark - NFL Buffalo Bills Bump Case for Apple® iPhone® 6 - Black	1046118	Team ProMark - NFL Buffalo Bills Bump Case for Apple® iPhone® 6 - Black	HardGood#Cell Phones#Cell Phone Accessories	19.99	682000000000	5.49	TEAM PROMARK Buffalo Bills Bump Case for Apple iPhone 6: Compatible with Apple iPhone 6; PC and TPU materials; rubber edges; team design	Team ProMark	99159VRP
1046136	HardGood#Cell Phones#Cell Phone Accessories#Team ProMark - NFL St. Louis Rams Bumper Case for Apple® iPhone® 6 - Black	1046136	Team ProMark - NFL St. Louis Rams Bumper Case for Apple® iPhone® 6 - Black	HardGood#Cell Phones#Cell Phone Accessories	19.99	682000000000	5.49	TEAM PROMARK St. Louis Rams Bumper Case for Apple iPhone 6: Compatible with Apple iPhone 6; PC and TPU materials; rubber edges; raised bezel; team-specific design	Team ProMark	99184VRP
1046145	HardGood#Cell Phones#Cell Phone Accessories#Team ProMark - NFL New York Jets Bumper Case for Apple® iPhone® 6 - Black	1046145	Team ProMark - NFL New York Jets Bumper Case for Apple® iPhone® 6 - Black	HardGood#Cell Phones#Cell Phone Accessories	19.99	682000000000	5.49	TEAM PROMARK New York Jets Bumper Case for Apple iPhone 6: Compatible with Apple iPhone 6; PC and TPU materials; rubber edges; raised bezel; team-specific design	Team ProMark	99177VRP
